370
3.39934426229508,	4,	10,
3.43934426229508,	4,	10,
3.47934426229508,	4,	10,
3.51934426229508,	4,	10,
3.55934426229508,	4,	10,
3.59934426229508,	4,	10,
3.63934426229508,	4,	10,
3.67934426229508,	4,	10,
3.71934426229508,	4,	10,
3.75934426229508,	4,	10,
3.79934426229508,	4,	10,
3.83934426229508,	4,	10,
3.87934426229508,	4,	10,
3.91934426229508,	4,	10,
3.95934426229508,	4,	10,
3.99934426229508,	4,	10,
4.03934426229508,	4,	10,
4.07934426229508,	4,	10,
4.11934426229508,	4,	10,
4.15934426229508,	4,	10,
4.19934426229508,	4,	10,
4.23934426229508,	4,	10,
4.27934426229508,	4,	10,
4.31934426229508,	4,	10,
4.35934426229508,	4,	10,
4.39934426229508,	4,	10,
4.43934426229508,	4,	10,
4.47934426229508,	4,	10,
4.51934426229508,	4,	10,
4.55934426229508,	4,	10,
4.59934426229508,	4,	10,
4.63934426229508,	4,	10,
4.67934426229508,	4,	10,
4.71934426229508,	4,	10,
4.75934426229508,	4,	10,
4.79934426229508,	4,	10,
4.83934426229508,	4,	10,
4.87934426229508,	4,	10,
4.91934426229508,	4,	10,
4.95934426229508,	4,	10,
4.99934426229508,	4,	10,
5.03934426229509,	4,	10,
5.07934426229509,	4,	10,
5.11934426229509,	4,	10,
5.15934426229509,	4,	10,
5.19934426229509,	4,	10,
5.23934426229509,	4,	10,
5.27934426229509,	4,	10,
5.31934426229509,	4,	10,
5.35934426229509,	4,	10,
5.39934426229509,	4,	10,
5.43934426229509,	4,	10,
5.47934426229509,	4,	10,
5.51934426229509,	4,	10,
5.55934426229509,	4,	10,
5.59934426229509,	4,	10,
5.63934426229509,	4,	10,
5.67934426229509,	4,	10,
5.71934426229509,	4,	10,
5.75934426229509,	4,	10,
5.79934426229509,	4,	10,
5.83934426229509,	4,	10,
5.87934426229509,	4,	10,
5.91934426229509,	4,	10,
5.95934426229509,	4,	10,
5.99934426229509,	4,	10,
6.03934426229509,	4,	10,
6.07934426229509,	4,	10,
6.11934426229509,	4,	10,
6.15934426229509,	4,	10,
6.19934426229509,	4,	10,
6.23934426229509,	4,	10,
6.27934426229509,	4,	10,
6.31934426229509,	4,	10,
6.35934426229509,	4,	10,
6.39934426229509,	4,	10,
6.43934426229509,	4,	10,
6.47934426229509,	4,	10,
6.51934426229509,	4,	10,
6.55934426229509,	4,	10,
6.59934426229509,	4,	10,
6.63934426229509,	4,	10,
6.67934426229509,	4,	10,
6.71934426229509,	4,	10,
6.75934426229509,	4,	10,
6.79934426229509,	4,	10,
6.83934426229509,	4,	10,
6.87934426229509,	4,	10,
6.91934426229509,	4,	10,
6.95934426229509,	4,	10,
6.99934426229509,	4,	10,
7.03934426229509,	4,	10,
7.07934426229509,	4,	10,
7.11934426229509,	4,	10,
7.15934426229509,	4,	10,
7.19934426229509,	4,	10,
7.23934426229509,	4,	10,
7.27934426229509,	4,	10,
7.31934426229509,	4,	10,
7.35934426229509,	4,	10,
7.39934426229509,	4,	10,
7.43934426229509,	4,	10,
7.47934426229509,	4,	10,
7.51934426229509,	4,	10,
7.55934426229509,	4,	10,
7.59934426229509,	4,	10,
7.63934426229509,	4,	10,
7.67933333333334,	3.99781420765027,	10,
7.71929508196722,	3.99453551912568,	10,
7.75921857923498,	3.99016393442623,	10,
7.79909289617487,	3.98469945355191,	10,
7.83890710382514,	3.97814207650273,	10,
7.87865027322405,	3.97049180327869,	10,
7.91831147540984,	3.96174863387978,	10,
7.95787978142077,	3.95191256830601,	10,
7.99734426229509,	3.94098360655738,	10,
8.03669398907104,	3.92896174863388,	10,
8.07591803278689,	3.91584699453552,	10,
8.11500546448088,	3.90163934426229,	10,
8.15394535519126,	3.88633879781421,	10,
8.19272677595629,	3.86994535519126,	10,
8.23133879781421,	3.85245901639344,	10,
8.26977049180329,	3.83387978142076,	10,
8.30801092896175,	3.81420765027322,	10,
8.34604918032788,	3.79344262295082,	10,
8.3838743169399,	3.77158469945355,	10,
8.42147540983607,	3.74863387978142,	10,
8.45884153005465,	3.72459016393443,	10,
8.49596174863388,	3.69945355191257,	10,
8.53282513661203,	3.67322404371585,	10,
8.56942076502733,	3.64590163934426,	10,
8.60573770491804,	3.61748633879781,	10,
8.64176502732241,	3.5879781420765,	10,
8.67749180327869,	3.55737704918033,	10,
8.71290710382514,	3.52568306010929,	10,
8.74800000000001,	3.49289617486339,	10,
8.78275956284154,	3.45901639344262,	10,
8.81717486338798,	3.42404371584699,	10,
8.8512349726776,	3.3879781420765,	10,
8.88492896174864,	3.35081967213115,	10,
8.91824590163935,	3.31256830601093,	10,
8.95117486338799,	3.27322404371584,	10,
8.98370491803279,	3.2327868852459,	10,
9.01582513661203,	3.19125683060109,	10,
9.04752459016394,	3.14863387978142,	10,
9.07879234972678,	3.10491803278688,	10,
9.1096174863388,	3.06010928961748,	10,
9.13998907103826,	3.01420765027322,	10,
9.16989617486339,	2.9672131147541,	10,
9.19932786885247,	2.91912568306011,	10,
9.22827322404372,	2.86994535519125,	10,
9.25672131147542,	2.81967213114754,	10,
9.2846612021858,	2.76830601092896,	10,
9.31208196721312,	2.71584699453552,	10,
9.33897267759563,	2.66229508196721,	10,
9.36532240437159,	2.60765027322404,	10,
9.39112021857924,	2.55191256830601,	10,
9.41635519125684,	2.49508196721311,	10,
9.44101639344263,	2.43715846994535,	10,
9.46509289617487,	2.37814207650273,	10,
9.48857377049181,	2.31803278688524,	10,
9.5114480874317,	2.25683060109289,	10,
9.53370491803279,	2.19453551912568,	10,
9.55533333333334,	2.1311475409836,	10,
9.57632240437159,	2.06666666666666,	10,
9.5966612021858,	2.00109289617486,	10,
9.61633879781421,	1.93442622950819,	10,
9.63536065573771,	1.86994535519125,	10,
9.65374316939891,	1.80655737704918,	10,
9.67149726775957,	1.74426229508196,	10,
9.68863387978143,	1.68306010928961,	10,
9.70516393442624,	1.62295081967213,	10,
9.72109836065574,	1.5639344262295,	10,
9.7364480874317,	1.50601092896174,	10,
9.75122404371585,	1.44918032786885,	10,
9.76543715846995,	1.39344262295082,	10,
9.77909836065574,	1.33879781420765,	10,
9.79221857923498,	1.28524590163934,	10,
9.8048087431694,	1.2327868852459,	10,
9.81687978142077,	1.18142076502732,	10,
9.82844262295082,	1.1311475409836,	10,
9.83950819672132,	1.08196721311475,	10,
9.85008743169399,	1.03387978142076,	10,
9.86019125683061,	0.986885245901635,	10,
9.8698306010929,	0.940983606557373,	10,
9.87901639344263,	0.896174863387974,	10,
9.88775956284153,	0.852459016393439,	10,
9.89607103825137,	0.809836065573767,	10,
9.90396174863388,	0.768306010928958,	10,
9.91144262295082,	0.727868852459013,	10,
9.91852459016394,	0.688524590163931,	10,
9.92521857923498,	0.650273224043713,	10,
9.93153551912569,	0.613114754098357,	10,
9.93748633879782,	0.577049180327866,	10,
9.94308196721312,	0.542076502732238,	10,
9.94833333333334,	0.508196721311473,	10,
9.95325136612022,	0.475409836065571,	10,
9.95784699453552,	0.443715846994533,	10,
9.96213114754099,	0.413114754098358,	10,
9.96611475409837,	0.383606557377047,	10,
9.9698087431694,	0.355191256830599,	10,
9.97322404371585,	0.327868852459014,	10,
9.97637158469946,	0.301639344262293,	10,
9.97926229508197,	0.276502732240435,	10,
9.98190710382514,	0.252459016393441,	10,
9.98431693989072,	0.22950819672131,	10,
9.98650273224044,	0.207650273224042,	10,
9.98847540983607,	0.186885245901638,	10,
9.99024590163935,	0.167213114754097,	10,
9.99182513661203,	0.148633879781419,	10,
9.99322404371585,	0.131147540983605,	10,
9.99445355191257,	0.114754098360654,	10,
9.99552459016394,	0.0994535519125671,	10,
9.9964480874317,	0.0852459016393431,	10,
9.9972349726776,	0.0721311475409826,	10,
9.99789617486339,	0.0601092896174854,	10,
9.99844262295082,	0.0491803278688516,	10,
9.99888524590164,	0.0393442622950812,	10,
9.9992349726776,	0.0306010928961742,	10,
9.99950273224044,	0.0229508196721306,	10,
9.99969945355192,	0.0163934426229504,	10,
9.99983606557378,	0.0109289617486335,	10,
9.99992349726777,	0.00655737704918005,	10,
9.99997267759563,	0.00327868852458998,	10,
9.99999453551913,	0.0010928961748633,	10,
10,	0,	10,
